Project_ID,Project_Name,Location,Project_Type,Area_sqft,Estimated_Budget_INR,Actual_Cost_INR,Material_Cost_INR,Labour_Cost_INR,Equipment_Cost_INR,Other_Cost_INR,Expected_Duration_Days,Actual_Duration_Days,Delay_Days,Contractor,Project_Status,Start_Date,Expected_End_Date,Actual_End_Date,Budget_Variance_INR,Budget_Overrun_Pct,Cost_Per_Sqft_INR
P0759,Green Valley Enclave,Ahmedabad,Industrial,131503,232217000,292929000,140361000,70216000,38221000,44131000,196,256,60,GreenStone Projects,Completed,2024-10-25,2025-05-09,2025-07-08,60712000,26.14,2227.55
P0760,Shree Enclave,Mumbai,Infrastructure,89878,251067000,260191000,123500000,55049000,31539000,50103000,400,400,0,Apex Developers,Ongoing,2025-02-16,2026-03-23,2026-03-23,9124000,3.63,2894.94
P0761,Urban Business Park,Ahmedabad,Residential,62056,148811000,154961000,60515000,41363000,12334000,40749000,483,531,48,Sunrise Constructions,Delayed,2024-10-12,2026-02-07,2026-03-27,6150000,4.13,2497.12
P0762,Urban Residency,Surat,Residential,24975,66586000,73010000,26405000,14803000,7935000,23867000,298,418,120,MetroBuild,Delayed,2023-01-09,2023-11-03,2024-03-02,6424000,9.65,2923.32
P0763,Urban Complex,Ahmedabad,Infrastructure,147633,411239000,343450000,155976000,98594000,42875000,46005000,357,377,20,Patel Construction,Ongoing,2024-12-24,2025-12-16,2026-01-05,-67789000,-16.48,2326.38
P0764,Shree Business Park,Rajkot,Infrastructure,93397,266966000,227654000,98916000,52750000,30123000,45865000,254,384,130,Patel Construction,Delayed,2022-05-26,2023-02-04,2023-06-14,-39312000,-14.73,2437.49
P0765,Green Valley Mall,Pune,Residential,38142,93126000,90017000,38699000,18342000,6446000,26530000,399,399,0,Royal Infra,Completed,2022-08-12,2023-09-15,2023-09-15,-3109000,-3.34,2360.05
P0766,Metro Plaza,Ahmedabad,Commercial,31916,106225000,96834000,44824000,22520000,13677000,15813000,138,153,15,Apex Developers,Completed,2025-06-16,2025-11-01,2025-11-16,-9391000,-8.84,3034.03
P0767,Royal Heights,Ahmedabad,Commercial,69324,236170000,238769000,102744000,54690000,27588000,53747000,714,744,30,GreenStone Projects,Completed,2022-06-26,2024-06-09,2024-07-09,2599000,1.1,3444.25
P0768,Sunrise Industrial Park,Ahmedabad,Infrastructure,130932,348099000,375343000,137153000,86881000,50654000,100655000,859,879,20,Shree BuildTech,Ongoing,2024-05-02,2026-09-08,2026-09-28,27244000,7.83,2866.7
P0769,Royal Mall,Pune,Commercial,140720,457653000,543097000,234085000,135919000,73120000,99973000,490,490,0,Patel Construction,Completed,2025-07-29,2026-12-01,2026-12-01,85444000,18.67,3859.42
P0770,Sunrise Plaza,Mumbai,Residential,101059,262358000,293141000,108149000,71099000,24972000,88921000,896,906,10,Urban Infra,Ongoing,2022-03-04,2024-08-16,2024-08-26,30783000,11.73,2900.69
P0771,Sunrise Business Park,Rajkot,Industrial,103317,196672000,177140000,78203000,35069000,13961000,49907000,231,231,0,Urban Infra,Ongoing,2025-05-25,2026-01-11,2026-01-11,-19532000,-9.93,1714.53
P0772,Skyline Enclave,Vadodara,Industrial,40046,73140000,71312000,29891000,13397000,9107000,18917000,882,897,15,Sunrise Constructions,Completed,2024-04-06,2026-09-05,2026-09-20,-1828000,-2.5,1780.75
P0773,Green Valley Enclave,Ahmedabad,Commercial,106459,355670000,335172000,111406000,89669000,27656000,106441000,795,940,145,Patel Construction,Delayed,2024-03-05,2026-05-09,2026-10-01,-20498000,-5.76,3148.37
P0774,Crystal Plaza,Mumbai,Infrastructure,50893,154076000,138362000,55629000,34198000,19093000,29442000,799,819,20,GreenStone Projects,Ongoing,2023-11-20,2026-01-27,2026-02-16,-15714000,-10.2,2718.68
P0775,Sunrise Mall,Mumbai,Infrastructure,106520,272573000,237329000,88981000,52943000,30401000,65004000,340,340,0,Sunrise Constructions,Completed,2026-01-24,2026-12-30,2026-12-30,-35244000,-12.93,2228.02
P0776,Shree Business Park,Pune,Infrastructure,130818,392258000,478444000,178255000,132530000,65712000,101947000,423,443,20,Patel Construction,Completed,2022-04-15,2023-06-12,2023-07-02,86186000,21.97,3657.33
P0777,Sunrise Heights,Pune,Infrastructure,66272,200548000,204815000,85277000,46404000,19236000,53898000,822,832,10,Apex Developers,Ongoing,2025-01-27,2027-04-29,2027-05-09,4267000,2.13,3090.52
P0778,Crystal Heights,Gandhinagar,Infrastructure,72649,203729000,202322000,75177000,55743000,19287000,52115000,444,474,30,MetroBuild,Completed,2023-05-26,2024-08-12,2024-09-11,-1407000,-0.69,2784.92
P0779,Sunrise Plaza,Ahmedabad,Commercial,69674,248893000,268334000,119222000,58145000,33192000,57775000,556,676,120,GreenStone Projects,Completed,2023-01-20,2024-07-29,2024-11-26,19441000,7.81,3851.28
P0780,Green Valley Industrial Park,Rajkot,Industrial,149832,305484000,331160000,109722000,62504000,24014000,134920000,557,587,30,Patel Construction,Ongoing,2023-02-09,2024-08-19,2024-09-18,25676000,8.41,2210.21
P0781,Skyline Residency,Ahmedabad,Industrial,91475,186004000,214697000,91388000,62674000,27507000,33128000,289,408,119,GreenStone Projects,Delayed,2024-04-02,2025-01-16,2025-05-15,28693000,15.43,2347.06
P0782,Metro Mall,Ahmedabad,Commercial,66367,226078000,210424000,94580000,47839000,28799000,39206000,494,509,15,Shree BuildTech,Completed,2023-06-02,2024-10-08,2024-10-23,-15654000,-6.92,3170.61
P0783,Crystal Industrial Park,Rajkot,Infrastructure,148660,388415000,414954000,177456000,114163000,42829000,80506000,676,793,117,GreenStone Projects,Delayed,2023-04-21,2025-02-25,2025-06-22,26539000,6.83,2791.3
P0784,Royal Plaza,Gandhinagar,Commercial,126750,384424000,350079000,139876000,74741000,45927000,89535000,500,609,109,GreenStone Projects,Delayed,2023-12-10,2025-04-23,2025-08-10,-34345000,-8.93,2761.96
P0785,Crystal Heights,Gandhinagar,Industrial,123154,234479000,233818000,110374000,60223000,19633000,43588000,133,253,120,Urban Infra,Completed,2024-02-10,2024-06-22,2024-10-20,-661000,-0.28,1898.58
P0786,Royal Heights,Rajkot,Residential,49738,114367000,117433000,43214000,33445000,11248000,29526000,862,952,90,Apex Developers,Ongoing,2025-12-31,2028-05-11,2028-08-09,3066000,2.68,2361.03
P0787,Green Valley Mall,Pune,Commercial,38397,121808000,126502000,40869000,23403000,18715000,43515000,788,833,45,MetroBuild,Completed,2024-11-12,2027-01-09,2027-02-23,4694000,3.85,3294.58
P0788,Sunrise Complex,Mumbai,Infrastructure,87189,267434000,276323000,107522000,77281000,41146000,50374000,619,619,0,MetroBuild,Completed,2024-09-23,2026-06-04,2026-06-04,8889000,3.32,3169.24
P0789,Urban Plaza,Vadodara,Industrial,81367,167174000,186603000,60699000,46382000,20715000,58807000,765,765,0,Urban Infra,Ongoing,2023-11-08,2025-12-12,2025-12-12,19429000,11.62,2293.35
P0790,Galaxy Industrial Park,Rajkot,Industrial,125585,247824000,235027000,111081000,59438000,34018000,30490000,510,600,90,GreenStone Projects,Ongoing,2023-12-15,2025-05-08,2025-08-06,-12797000,-5.16,1871.46
P0791,Green Valley Plaza,Ahmedabad,Industrial,81619,168845000,175903000,62197000,42706000,19669000,51331000,668,678,10,MetroBuild,Completed,2026-01-21,2027-11-20,2027-11-30,7058000,4.18,2155.17
P0792,Royal Plaza,Ahmedabad,Industrial,116453,237287000,220423000,98359000,62807000,20571000,38686000,684,777,93,Sunrise Constructions,Delayed,2022-03-24,2024-02-06,2024-05-09,-16864000,-7.11,1892.81
P0793,Galaxy Industrial Park,Ahmedabad,Infrastructure,24816,69094000,93277000,41409000,17276000,8521000,26071000,649,664,15,Apex Developers,Ongoing,2025-03-14,2026-12-23,2027-01-07,24183000,35.0,3758.74
P0794,Urban Mall,Gandhinagar,Residential,142348,322584000,293699000,104215000,62065000,42399000,85020000,611,722,111,Shree BuildTech,Delayed,2025-01-13,2026-09-16,2027-01-05,-28885000,-8.95,2063.25
P0795,Urban Residency,Ahmedabad,Industrial,84530,162715000,152288000,63869000,43416000,12761000,32242000,669,699,30,Urban Infra,Completed,2025-01-06,2026-11-06,2026-12-06,-10427000,-6.41,1801.59
P0796,Skyline Mall,Ahmedabad,Commercial,113856,386917000,435637000,142755000,117745000,50695000,124442000,818,893,75,Patel Construction,Delayed,2023-04-02,2025-06-28,2025-09-11,48720000,12.59,3826.21
P0797,Crystal Industrial Park,Mumbai,Residential,76635,183191000,177414000,70499000,32310000,20304000,54301000,504,504,0,Patel Construction,Completed,2022-01-01,2023-05-20,2023-05-20,-5777000,-3.15,2315.05
P0798,Metro Heights,Pune,Industrial,112803,224333000,252591000,81421000,61137000,32627000,77406000,315,435,120,Patel Construction,Completed,2022-02-20,2023-01-01,2023-05-01,28258000,12.6,2239.22
P0799,Shree Plaza,Ahmedabad,Residential,40946,90483000,93954000,43913000,22882000,10329000,16830000,874,894,20,Royal Infra,Ongoing,2023-11-16,2026-04-08,2026-04-28,3471000,3.84,2294.58
P0800,Metro Business Park,Gandhinagar,Commercial,60204,205091000,199270000,94887000,45455000,18290000,40638000,419,419,0,Apex Developers,Ongoing,2023-12-18,2025-02-09,2025-02-09,-5821000,-2.84,3309.91
P0801,Silver Mall,Ahmedabad,Industrial,20563,42148000,39184000,13932000,8451000,3274000,13527000,666,711,45,Shree BuildTech,Ongoing,2026-01-09,2027-11-06,2027-12-21,-2964000,-7.03,1905.56
P0802,Sunrise Mall,Ahmedabad,Commercial,97324,328723000,304180000,107466000,79636000,36400000,80678000,846,866,20,MetroBuild,Completed,2023-03-25,2025-07-18,2025-08-07,-24543000,-7.47,3125.44
P0803,Metro Business Park,Vadodara,Infrastructure,14847,46261000,45008000,19830000,9224000,5739000,10215000,850,865,15,Shree BuildTech,Completed,2024-05-30,2026-09-27,2026-10-12,-1253000,-2.71,3031.45
P0804,Sunrise Heights,Rajkot,Industrial,31155,64040000,63981000,23068000,17651000,7394000,15868000,721,721,0,Shree BuildTech,Ongoing,2023-05-03,2025-04-23,2025-04-23,-59000,-0.09,2053.64
P0805,Shree Industrial Park,Surat,Industrial,84671,176750000,162641000,75337000,44948000,20992000,21364000,427,427,0,Urban Infra,Completed,2022-02-03,2023-04-06,2023-04-06,-14109000,-7.98,1920.86
P0806,Royal Enclave,Ahmedabad,Industrial,121891,255999000,257763000,106154000,59242000,20962000,71405000,371,371,0,Apex Developers,Ongoing,2025-10-03,2026-10-09,2026-10-09,1764000,0.69,2114.7
P0807,Royal Heights,Surat,Industrial,88310,180591000,160492000,60365000,34349000,22565000,43213000,127,187,60,Patel Construction,Completed,2022-04-05,2022-08-10,2022-10-09,-20099000,-11.13,1817.37
P0808,Galaxy Residency,Ahmedabad,Infrastructure,136691,401235000,445655000,201985000,95399000,51960000,96311000,887,943,56,Urban Infra,Delayed,2024-12-31,2027-06-06,2027-08-01,44420000,11.07,3260.31
P0809,Galaxy Business Park,Pune,Industrial,39707,67994000,77084000,30752000,18336000,6178000,21818000,327,372,45,MetroBuild,Ongoing,2022-06-03,2023-04-26,2023-06-10,9090000,13.37,1941.32
P0810,Shree Heights,Rajkot,Residential,86537,208204000,194771000,90736000,51877000,20832000,31326000,250,265,15,Shree BuildTech,Ongoing,2022-09-07,2023-05-15,2023-05-30,-13433000,-6.45,2250.73
P0811,Sunrise Mall,Ahmedabad,Industrial,96155,187382000,174037000,81533000,38821000,23945000,29738000,855,920,65,GreenStone Projects,Delayed,2023-11-05,2026-03-09,2026-05-13,-13345000,-7.12,1809.96
P0812,Silver Enclave,Ahmedabad,Infrastructure,5281,14297000,14888000,5158000,3770000,2111000,3849000,828,948,120,Patel Construction,Ongoing,2023-03-14,2025-06-19,2025-10-17,591000,4.13,2819.16
P0813,Silver Business Park,Gandhinagar,Industrial,137130,252726000,296155000,94880000,66901000,27001000,107373000,773,773,0,Royal Infra,Completed,2022-04-28,2024-06-09,2024-06-09,43429000,17.18,2159.67
P0814,Shree Industrial Park,Surat,Residential,81260,216760000,259765000,124019000,56250000,32965000,46531000,883,893,10,Apex Developers,Completed,2024-02-10,2026-07-12,2026-07-22,43005000,19.84,3196.71
P0815,Royal Complex,Mumbai,Infrastructure,145272,445882000,379745000,176575000,69487000,29620000,104063000,727,757,30,Sunrise Constructions,Ongoing,2025-08-22,2027-08-19,2027-09-18,-66137000,-14.83,2614.03
P0816,Silver Mall,Ahmedabad,Infrastructure,69178,210515000,240146000,78977000,43339000,17455000,100375000,145,265,120,Royal Infra,Completed,2022-09-25,2023-02-17,2023-06-17,29631000,14.08,3471.42
P0817,Royal Mall,Ahmedabad,Residential,38997,92593000,93761000,42501000,19433000,10767000,21060000,742,742,0,Shree BuildTech,Ongoing,2024-12-13,2026-12-25,2026-12-25,1168000,1.26,2404.31
P0818,Skyline Complex,Gandhinagar,Residential,124273,269329000,273352000,107495000,62534000,34329000,68994000,573,583,10,Shree BuildTech,Completed,2022-08-24,2024-03-19,2024-03-29,4023000,1.49,2199.61
P0819,Crystal Enclave,Ahmedabad,Residential,137311,302408000,326772000,118106000,92199000,43677000,72790000,754,769,15,Shree BuildTech,Completed,2023-01-24,2025-02-16,2025-03-03,24364000,8.06,2379.79
P0820,Shree Plaza,Surat,Residential,131945,306751000,295182000,135961000,81417000,28697000,49107000,305,365,60,Shree BuildTech,Ongoing,2024-09-16,2025-07-18,2025-09-16,-11569000,-3.77,2237.16
P0821,Crystal Residency,Rajkot,Residential,50272,109005000,125531000,44120000,26620000,8853000,45938000,603,660,57,Patel Construction,Delayed,2024-02-02,2025-09-27,2025-11-23,16526000,15.16,2497.04
P0822,Silver Heights,Rajkot,Infrastructure,94393,238868000,284462000,134143000,59551000,30825000,59943000,799,829,30,Apex Developers,Ongoing,2023-02-05,2025-04-14,2025-05-14,45594000,19.09,3013.59
P0823,Urban Enclave,Ahmedabad,Infrastructure,66212,204239000,244138000,86156000,50605000,17399000,89978000,170,281,111,Royal Infra,Delayed,2023-09-16,2024-03-04,2024-06-23,39899000,19.54,3687.22
P0824,Shree Plaza,Ahmedabad,Industrial,125030,250707000,205580000,85971000,45373000,15903000,58333000,124,175,51,Urban Infra,Delayed,2024-02-06,2024-06-09,2024-07-30,-45127000,-18.0,1644.25
P0825,Shree Business Park,Pune,Industrial,61503,113113000,112258000,39929000,26918000,10792000,34619000,708,713,5,Patel Construction,Completed,2025-08-19,2027-07-28,2027-08-02,-855000,-0.76,1825.24
P0826,Shree Industrial Park,Ahmedabad,Commercial,142710,424331000,347951000,141723000,80947000,36526000,88755000,279,399,120,Apex Developers,Completed,2024-07-07,2025-04-12,2025-08-10,-76380000,-18.0,2438.17
P0827,Shree Plaza,Vadodara,Industrial,11570,22259000,20660000,8872000,4260000,1908000,5620000,327,372,45,Royal Infra,Ongoing,2025-05-15,2026-04-07,2026-05-22,-1599000,-7.18,1785.65
P0828,Crystal Enclave,Surat,Industrial,73785,126337000,103596000,36304000,20269000,12074000,34949000,376,494,118,Urban Infra,Delayed,2025-06-06,2026-06-17,2026-10-13,-22741000,-18.0,1404.03
P0829,Urban Business Park,Ahmedabad,Residential,14110,37469000,40243000,16232000,7304000,2995000,13712000,324,344,20,Shree BuildTech,Ongoing,2024-05-02,2025-03-22,2025-04-11,2774000,7.4,2852.09
P0830,Urban Enclave,Ahmedabad,Residential,84141,200173000,209444000,82741000,41570000,17084000,68049000,886,974,88,Apex Developers,Delayed,2023-08-01,2026-01-03,2026-04-01,9271000,4.63,2489.2
P0831,Galaxy Plaza,Surat,Industrial,17115,32145000,31119000,10312000,8235000,3909000,8663000,130,135,5,Shree BuildTech,Completed,2022-03-16,2022-07-24,2022-07-29,-1026000,-3.19,1818.23
P0832,Crystal Industrial Park,Surat,Commercial,44062,139015000,128598000,57989000,26907000,10464000,33238000,127,127,0,GreenStone Projects,Completed,2023-03-11,2023-07-16,2023-07-16,-10417000,-7.49,2918.57
P0833,Crystal Industrial Park,Ahmedabad,Residential,27911,61309000,64846000,24234000,15319000,7858000,17435000,528,558,30,Apex Developers,Ongoing,2022-04-13,2023-09-23,2023-10-23,3537000,5.77,2323.31
P0834,Crystal Enclave,Surat,Industrial,109061,215594000,193739000,79808000,48620000,14409000,50902000,151,166,15,MetroBuild,Completed,2025-12-16,2026-05-16,2026-05-31,-21855000,-10.14,1776.43
P0835,Galaxy Industrial Park,Pune,Industrial,37556,75728000,67433000,27133000,19314000,6918000,14068000,659,779,120,Sunrise Constructions,Completed,2024-02-03,2025-11-23,2026-03-23,-8295000,-10.95,1795.53
P0836,Green Valley Industrial Park,Surat,Infrastructure,133335,391537000,342873000,137877000,98289000,28867000,77840000,837,837,0,Shree BuildTech,Completed,2024-01-08,2026-04-24,2026-04-24,-48664000,-12.43,2571.52
P0837,Galaxy Residency,Mumbai,Commercial,6969,20750000,20657000,6965000,5567000,1627000,6498000,506,526,20,Shree BuildTech,Completed,2024-03-16,2025-08-04,2025-08-24,-93000,-0.45,2964.13
P0838,Galaxy Enclave,Mumbai,Infrastructure,48753,140241000,133246000,51667000,24546000,15372000,41661000,347,407,60,Shree BuildTech,Ongoing,2025-08-22,2026-08-04,2026-10-03,-6995000,-4.99,2733.08
P0839,Galaxy Enclave,Gandhinagar,Commercial,140542,461107000,449068000,176205000,111822000,64786000,96255000,759,899,140,MetroBuild,Delayed,2022-04-08,2024-05-06,2024-09-23,-12039000,-2.61,3195.26
P0840,Crystal Business Park,Ahmedabad,Residential,126863,332193000,359638000,157299000,98681000,26751000,76907000,886,967,81,Patel Construction,Delayed,2024-03-08,2026-08-11,2026-10-31,27445000,8.26,2834.85
P0841,Sunrise Industrial Park,Mumbai,Commercial,15225,47912000,54409000,24724000,9906000,5644000,14135000,594,594,0,Urban Infra,Ongoing,2025-09-20,2027-05-07,2027-05-07,6497000,13.56,3573.66
P0842,Green Valley Business Park,Ahmedabad,Industrial,128008,238771000,285106000,116094000,70125000,36095000,62792000,843,873,30,Shree BuildTech,Completed,2024-05-08,2026-08-29,2026-09-28,46335000,19.41,2227.25
P0843,Metro Plaza,Rajkot,Industrial,110823,218160000,224098000,74823000,63404000,23982000,61889000,870,870,0,Shree BuildTech,Ongoing,2023-03-11,2025-07-28,2025-07-28,5938000,2.72,2022.13
P0844,Silver Residency,Pune,Commercial,18669,62087000,65918000,23592000,15615000,8867000,17844000,326,326,0,Royal Infra,Completed,2023-03-23,2024-02-12,2024-02-12,3831000,6.17,3530.88
P0845,Sunrise Industrial Park,Ahmedabad,Commercial,129398,415416000,433138000,150034000,78178000,36545000,168381000,437,452,15,Royal Infra,Completed,2025-08-24,2026-11-04,2026-11-19,17722000,4.27,3347.33
P0846,Metro Plaza,Ahmedabad,Commercial,115677,369231000,302769000,102923000,54899000,44437000,100510000,876,886,10,Patel Construction,Completed,2022-09-06,2025-01-29,2025-02-08,-66462000,-18.0,2617.37
P0847,Silver Complex,Mumbai,Infrastructure,53320,150597000,146928000,55619000,33793000,14812000,42704000,676,795,119,Patel Construction,Delayed,2022-06-15,2024-04-21,2024-08-18,-3669000,-2.44,2755.59
P0848,Shree Enclave,Pune,Commercial,130354,454437000,443616000,158239000,88103000,43175000,154099000,736,875,139,Sunrise Constructions,Delayed,2024-09-10,2026-09-16,2027-02-02,-10821000,-2.38,3403.16
P0849,Royal Industrial Park,Rajkot,Residential,93009,223547000,214315000,76067000,55665000,29997000,52586000,467,487,20,Apex Developers,Ongoing,2025-09-20,2026-12-31,2027-01-20,-9232000,-4.13,2304.24
P0850,Metro Enclave,Ahmedabad,Infrastructure,33625,104204000,105776000,34774000,28037000,12176000,30789000,353,353,0,Shree BuildTech,Ongoing,2024-10-16,2025-10-04,2025-10-04,1572000,1.51,3145.75
P0851,Silver Enclave,Pune,Infrastructure,29089,82335000,81813000,26411000,16473000,9107000,29822000,820,940,120,Apex Developers,Completed,2023-06-26,2025-09-23,2026-01-21,-522000,-0.63,2812.51
P0852,Galaxy Mall,Gandhinagar,Commercial,41487,147206000,132727000,44655000,38043000,17010000,33019000,163,183,20,GreenStone Projects,Ongoing,2024-01-29,2024-07-10,2024-07-30,-14479000,-9.84,3199.24
P0853,Green Valley Business Park,Ahmedabad,Residential,115448,300134000,300697000,104508000,70071000,34997000,91121000,856,856,0,Patel Construction,Ongoing,2025-02-03,2027-06-09,2027-06-09,563000,0.19,2604.61
P0854,Silver Plaza,Gandhinagar,Infrastructure,55138,151258000,142684000,55498000,28129000,11843000,47214000,261,261,0,Patel Construction,Completed,2022-03-22,2022-12-08,2022-12-08,-8574000,-5.67,2587.76
P0855,Skyline Industrial Park,Ahmedabad,Industrial,59061,122315000,100298000,40288000,27252000,12431000,20327000,767,857,90,Sunrise Constructions,Completed,2022-05-13,2024-06-18,2024-09-16,-22017000,-18.0,1698.21
P0856,Silver Heights,Rajkot,Infrastructure,106376,275280000,234635000,80361000,64477000,18930000,70867000,295,401,106,Urban Infra,Delayed,2024-03-07,2024-12-27,2025-04-12,-40645000,-14.76,2205.71
P0857,Sunrise Heights,Surat,Commercial,84134,297097000,306209000,118798000,78609000,41176000,67626000,773,893,120,MetroBuild,Ongoing,2024-06-18,2026-07-31,2026-11-28,9112000,3.07,3639.54
P0858,Green Valley Industrial Park,Vadodara,Residential,52055,129800000,149403000,55978000,42194000,22288000,28943000,568,670,102,MetroBuild,Delayed,2022-05-18,2023-12-07,2024-03-18,19603000,15.1,2870.1
P0859,Sunrise Plaza,Pune,Commercial,24508,71521000,58647000,20488000,15746000,5876000,16537000,711,801,90,MetroBuild,Ongoing,2022-07-03,2024-06-13,2024-09-11,-12874000,-18.0,2392.97
P0860,Silver Plaza,Pune,Industrial,115169,227954000,208704000,67014000,59661000,22035000,59994000,201,278,77,Patel Construction,Delayed,2025-11-25,2026-06-14,2026-08-30,-19250000,-8.44,1812.15
P0861,Shree Plaza,Surat,Industrial,13125,27789000,29784000,11756000,6912000,2196000,8920000,254,274,20,Shree BuildTech,Completed,2025-09-15,2026-05-27,2026-06-16,1995000,7.18,2269.26
P0862,Crystal Business Park,Ahmedabad,Industrial,41059,71409000,80363000,34532000,21675000,5714000,18442000,838,958,120,Royal Infra,Completed,2024-02-24,2026-06-11,2026-10-09,8954000,12.54,1957.26
P0863,Green Valley Business Park,Ahmedabad,Commercial,108409,354552000,343769000,122452000,103120000,49404000,68793000,296,296,0,Sunrise Constructions,Completed,2024-09-10,2025-07-03,2025-07-03,-10783000,-3.04,3171.04
P0864,Galaxy Mall,Ahmedabad,Infrastructure,10704,31905000,29929000,10208000,7991000,2403000,9327000,502,502,0,Urban Infra,Completed,2022-03-10,2023-07-25,2023-07-25,-1976000,-6.19,2796.06
P0865,Royal Heights,Pune,Commercial,116279,401212000,467960000,216163000,90645000,49446000,111706000,362,382,20,GreenStone Projects,Ongoing,2023-06-30,2024-06-26,2024-07-16,66748000,16.64,4024.46
P0866,Urban Residency,Mumbai,Residential,123516,293783000,327724000,119293000,79374000,44318000,84739000,686,686,0,MetroBuild,Ongoing,2022-02-22,2024-01-09,2024-01-09,33941000,11.55,2653.29
P0867,Silver Mall,Mumbai,Infrastructure,119044,314963000,353714000,125844000,88599000,49925000,89346000,260,275,15,Sunrise Constructions,Ongoing,2026-01-13,2026-09-30,2026-10-15,38751000,12.3,2971.29
P0868,Metro Enclave,Ahmedabad,Industrial,34165,59027000,56892000,26007000,11430000,6346000,13109000,576,666,90,Royal Infra,Completed,2022-07-24,2024-02-20,2024-05-20,-2135000,-3.62,1665.21
P0869,Sunrise Heights,Ahmedabad,Commercial,72203,237413000,273890000,123452000,80947000,31553000,37938000,559,661,102,Royal Infra,Delayed,2022-05-06,2023-11-16,2024-02-26,36477000,15.36,3793.33
P0870,Sunrise Residency,Mumbai,Industrial,9114,17310000,14194000,5560000,2854000,1754000,4026000,175,265,90,Patel Construction,Completed,2022-02-12,2022-08-06,2022-11-04,-3116000,-18.0,1557.38
P0871,Sunrise Mall,Mumbai,Industrial,41321,87046000,100603000,40068000,20252000,14780000,25503000,646,706,60,MetroBuild,Completed,2022-04-21,2024-01-27,2024-03-27,13557000,15.57,2434.67
P0872,Galaxy Heights,Ahmedabad,Residential,78297,171627000,173689000,61632000,50339000,20532000,41186000,816,846,30,Urban Infra,Ongoing,2024-01-31,2026-04-26,2026-05-26,2062000,1.2,2218.34
P0873,Shree Business Park,Ahmedabad,Infrastructure,101652,299081000,309690000,102981000,73033000,35539000,98137000,538,558,20,GreenStone Projects,Ongoing,2025-04-21,2026-10-11,2026-10-31,10609000,3.55,3046.57
P0874,Shree Enclave,Ahmedabad,Residential,104304,226672000,205494000,84612000,38547000,14624000,67711000,207,212,5,Apex Developers,Completed,2024-04-27,2024-11-20,2024-11-25,-21178000,-9.34,1970.14
P0875,Metro Enclave,Pune,Residential,22772,51249000,42024000,14109000,10581000,3214000,14120000,728,728,0,Royal Infra,Completed,2022-04-05,2024-04-02,2024-04-02,-9225000,-18.0,1845.42
P0876,Sunrise Heights,Gandhinagar,Residential,108754,260954000,269546000,105631000,67985000,31314000,64616000,775,775,0,Royal Infra,Ongoing,2025-10-29,2027-12-13,2027-12-13,8592000,3.29,2478.49
P0877,Shree Mall,Ahmedabad,Industrial,8712,16554000,17980000,8459000,3376000,2605000,3540000,127,132,5,GreenStone Projects,Completed,2024-06-18,2024-10-23,2024-10-28,1426000,8.61,2063.82
P0878,Sunrise Industrial Park,Pune,Residential,137439,346628000,382789000,179160000,112513000,52838000,38278000,596,606,10,Royal Infra,Completed,2022-12-26,2024-08-13,2024-08-23,36161000,10.43,2785.16
P0879,Galaxy Residency,Gandhinagar,Residential,120142,317246000,346234000,124053000,84926000,51453000,85802000,334,454,120,Urban Infra,Ongoing,2024-06-18,2025-05-18,2025-09-15,28988000,9.14,2881.87
P0880,Urban Plaza,Rajkot,Infrastructure,96736,281854000,299943000,125934000,74139000,33662000,66208000,804,824,20,GreenStone Projects,Completed,2022-10-08,2024-12-20,2025-01-09,18089000,6.42,3100.63
P0881,Royal Plaza,Rajkot,Infrastructure,56924,176884000,160813000,63658000,38983000,21394000,36778000,854,859,5,Shree BuildTech,Completed,2025-05-03,2027-09-04,2027-09-09,-16071000,-9.09,2825.05
P0882,Metro Enclave,Ahmedabad,Residential,8726,22910000,25478000,11723000,6453000,3496000,3806000,671,731,60,MetroBuild,Completed,2025-05-03,2027-03-05,2027-05-04,2568000,11.21,2919.78
P0883,Metro Heights,Vadodara,Infrastructure,94152,271163000,242888000,88273000,51423000,29594000,73598000,616,736,120,MetroBuild,Delayed,2023-10-29,2025-07-06,2025-11-03,-28275000,-10.43,2579.74
P0884,Urban Mall,Vadodara,Infrastructure,32723,99269000,114442000,36689000,24544000,11112000,42097000,813,881,68,Apex Developers,Delayed,2022-04-03,2024-06-24,2024-08-31,15173000,15.28,3497.3
P0885,Royal Mall,Gandhinagar,Residential,131969,329828000,333101000,115256000,80397000,35841000,101607000,622,712,90,GreenStone Projects,Completed,2023-11-03,2025-07-17,2025-10-15,3273000,0.99,2524.09
P0886,Shree Complex,Mumbai,Industrial,105494,183859000,186417000,70079000,51601000,25844000,38893000,818,878,60,Apex Developers,Completed,2022-03-02,2024-05-28,2024-07-27,2558000,1.39,1767.09
P0887,Crystal Residency,Ahmedabad,Residential,145180,370357000,416248000,154226000,77415000,39079000,145528000,364,384,20,GreenStone Projects,Completed,2023-09-26,2024-09-24,2024-10-14,45891000,12.39,2867.12
P0888,Silver Complex,Gandhinagar,Infrastructure,40643,104796000,119486000,53365000,30159000,17194000,18768000,597,597,0,MetroBuild,Completed,2024-12-10,2026-07-30,2026-07-30,14690000,14.02,2939.89
P0889,Galaxy Business Park,Ahmedabad,Industrial,108896,213254000,237240000,101750000,65671000,20968000,48851000,428,518,90,Shree BuildTech,Ongoing,2025-11-27,2027-01-29,2027-04-29,23986000,11.25,2178.59
